OBJECTID,DOCUMENTNBR,CRASHREPORTLINK,CRASHYR,DISTRICTNBR,NLFID,NLFJURCD,NLFCOUNTYCD,NLFROUTETYPECD,COUNTYLOGNBR,ODOTLATITUDENBR,ODOTLONGITUDENBR,ODOTFIPSCD,SEVERITYBYTYPECD,ODPSTOTALFATALITIESNBR,INCAPACINJURIESNBR,NONINCAPACINJURIESNBR,POSSIBLEINJURIESNBR,NOINJURYREPORTEDNBR,UNRESTRAINOCCUPANTS,NUMBEROFUNITSNBR,CRASHTYPECD,FHWARDWYDEPARTUREIND,ODOTINTERSECTIONRELIND,ODOTCRASHLOCATIONCD,FACILITYTYPECD,AREACD,FUNCTIONALCLASSCD,NHSCD,ODOTDIVUNDIVIND,ODOTLANESNBR,OPERACCESSCONTROLCD,FREEWAYIND,INTERSTATEIND,ODOTMAINTAINEDHWYIND,MAINTENANCEAUTHORITYCD,ODOTCITYVILLAGETWPNME,MONTHOFCRASH,TIMEOFCRASH,DAYINWEEKCD,WEATHERCONDCD,ROADCONDPRIMARYCD,ROADCONDSECONDARYCD,LIGHTCONDPRIMARYCD,ROADCONTOURCD,ODPSALCOHOLIND,ODPSDRUGIND,ODPSSCHOOLZONEIND,ODPSMOTORCYCLEIND,ODPSSPEEDIND,ODPSSENIORDRIVERIND,ODPSWORKZONEIND,ODPSLOCINWORKZONECD,ODPSTYPEOFWORKZONECD,ODOTYOUNGDRIVERIND,DISTRACTEDDRIVERIND,ODPSCITYVILLAGETWPNME,ODPSLOCROADDIRCD,ODPSLOCROADNME,ODPSLOCROADSUFFIXCD,ODPSLOCDIRSUFFIXCD,ODPSLOCROUTEPREFIXCD,ODPSLOCROUTEID,ODPSLOCROUTESUFFIXCD,ODPSREFDIRECTIONCD,ODPSREFGIVEN,ODPSREFSUFFIXCD,ODPSREFDIRSUFFIXCD,ODPSREFROUTEPREFIXCD,ODPSREFROUTEID,ODPSREFROUTESUFFIXCD,ODPSADDRESSREFERENCE,ODPSMILEPOSTREFERENCE,ODPSREFPOINTUSEDCD,LOCALREPORTNUMBERID,U1ATFAULTIND,U1ODPSUNITNBR,U1DIRECTIONFROMCD,U1DIRECTIONTOCD,U1TURNCD,U1TRAFFICCONTROLCD,U1TYPEOFUNITCD,U1SPECIALFUNCTIONCD,U1UNITSPEEDNBR,U1POSTEDSPEEDNBR,U1PRECRASHACTIONCD,U1CONTCIRPRIMARYCD,U1CONTCIRSECONDARYCD,U1OBJECTSTRUCK,U1SEQOFEVENTS1CD,U1SEQOFEVENTS2CD,U1SEQOFEVENTS3CD,U1SEQOFEVENTS4CD,U1SEQOFEVENTS5CD,U1SEQOFEVENTS6CD,U1NONMOTORISTLOCCD,U1AGENBR,U1GENDERCD,U1ALCOHDRUGSUSPCTDCD,U1DISTRACTEDBY1CD,U1DISTRACTEDBY2CD,U2ODPSUNITNBR,U2DIRECTIONFROMCD,U2DIRECTIONTOCD,U2TURNCD,U2TRAFFICCONTROLCD,U2TYPEOFUNITCD,U2SPECIALFUNCTIONCD,U2UNITSPEEDNBR,U2POSTEDSPEEDNBR,U2PRECRASHACTIONCD,U2CONTCIRPRIMARYCD,U2CONTCIRSECONDARYCD,U2SEQOFEVENTS1CD,U2SEQOFEVENTS2CD,U2SEQOFEVENTS3CD,U2SEQOFEVENTS4CD,U2SEQOFEVENTS5CD,U2SEQOFEVENTS6CD,U2NONMOTORISTLOCCD,U2AGENBR,U2GENDERCD,U2ALCOHDRUGSUSPCTDCD,U2DISTRACTEDBY1CD,U2DISTRACTEDBY2CD,U3ODPSUNITNBR,U3TRAFFICCONTROLCD,U3TYPEOFUNITCD,U3SPECIALFUNCTIONCD,U3PRECRASHACTIONCD,U3CONTCIRPRIMARYCD,U3CONTCIRSECONDARYCD,U3SEQOFEVENTS1CD,U3SEQOFEVENTS2CD,U3SEQOFEVENTS3CD,U3SEQOFEVENTS4CD,U3SEQOFEVENTS5CD,U3SEQOFEVENTS6CD,INTERSECTIONIDCURRENT,INTERSECTIONLEGID,INTERCHANGEID,SARAMPID,SASEGMENTID,STATETRUELOGNBR
1833560,20146011609,https://hsip.dot.state.oh.us/report/?docnbr=20146011609,2014,5,CFAICR00501**C,C,FAI,CR,0.37,39.712725,-82.602009,41720,1,0,0,0,0,2,0,2,2,N,N,1,,99999,5, ,U,4,0,N,N,N,80,LANCASTER,1,843,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,LANCASTER,S,BROAD,ST,,,,,,133,,,,,,,,3,14-00733,Y,1,1,2,NT,4,3,1,2,25,1,9,,0,20,,,,,,,43,M,1,1,1,2,1,2,NT,4,3,1,,25,11,1,,20,,,,,,,34,F,1,1,1,,,,,,,,,,,,,,,,,,,0.37
1836607,20146014665,https://hsip.dot.state.oh.us/report/?docnbr=20146014665,2014,5,CFAICR00054**C,C,FAI,CR,5.42,39.723454,-82.587497,41720,1,0,0,0,0,2,0,2,2,N,Y,2,,99999,5, ,U,2,0,N,N,N,80,LANCASTER,1,1547,2,1,1,0,1,1,0,0,0,0,0,1,0,0,0,N,N,LANCASTER,,FAIR,AV,,,,,,MADISON,AV,,,,,,,1,14-00344,Y,1,4,3,NT,2,6,1,5,25,1,9,,0,20,,,,,,,60,M,1,1,1,2,4,3,NT,2,3,1,,25,11,1,,20,,,,,,,74,F,1,1,1,,,,,,,,,,,,,,,,,,,5.42
1987594,20147014894,https://hsip.dot.state.oh.us/report/?docnbr=20147014894,2014,5,TFAITR01539**C,T,FAI,TR,0.05,39.909213,-82.752103,80206,1,0,0,0,0,2,0,2,18,N,Y,3,,99999,7, ,U,2,0,N,N,N,80,VIOLET TOWNSHIP,2,650,5,2,1,9,1,1,0,0,0,0,0,0,0,0,0,N,N,VIOLET,,RAINTREE,AV,,,,,,CHATEAU,DR,,,,,,,1,14CR0634,Y,1,4,1,LT,2,3,1,10,25,6,2,,0,20,,,,,,,61,M,1,1,1,2,1,2,NT,1,3,1,20,25,1,1,,20,,,,,,,55,M,1,1,1,,,,,,,,,,,,,,,,,,,0.05
1979037,20147006331,https://hsip.dot.state.oh.us/report/?docnbr=20147006331,2014,5,CFAICR00169**C,C,FAI,CR,0.24,39.936608,-82.786045,66390,1,0,0,0,0,2,0,2,19,N,N,10,,99999,4, ,U,2,0,N,N,N,80,REYNOLDSBURG,2,1730,6,1,1,9,1,1,0,0,0,0,0,0,0,0,0,Y,N,REYNOLDSBURG,,TAYLOR,RD,,,,,,2826,,,,,,,,3,114001073,Y,1,1,4,RT,2,3,1,10,,5,2,,0,20,,,,,,,29,M,1,1,1,2,3,4,NT,1,3,1,10,35,1,1,,20,,,,,,,22,F,1,1,1,,,,,,,,,,,,,,,,,,,0.24
1971753,20146150278,https://hsip.dot.state.oh.us/report/?docnbr=20146150278,2014,5,TFAITR01479**C,T,FAI,TR,0.19,39.911958,-82.767594,80206,1,0,0,0,0,2,0,2,19,N,Y,3,,99999,7, ,U,2,0,N,N,N,80,VIOLET TOWNSHIP,2,1544,4,1,1,0,1,3,0,0,0,0,0,1,0,0,0,Y,N,VIOLET (TOWNSHIP OF),,WOODSFIELD CIRCLE SOUTH,ST,,,,,,TWINCREEK,DR,,,,,,,1,14CR0520,Y,1,7,3,RT,1,7,1,5,25,5,2,,0,20,,,,,,,70,M,1,1,1,2,8,5,NT,1,3,1,25,25,1,1,,20,,,,,,,24,F,1,1,1,,,,,,,,,,,,,,,,,,,0.19
1844886,20146022973,https://hsip.dot.state.oh.us/report/?docnbr=20146022973,2014,5,CFAICR00037**C,C,FAI,CR,2.13,39.737308,-82.622023,41720,1,0,0,0,0,2,0,2,2,N,N,1,,99999,5, ,U,2,0,N,N,N,80,LANCASTER,2,711,3,6,4,3,2,2,0,0,0,0,0,1,0,0,0,Y,N,LANCASTER,N,COLUMBUS,ST,,,,,,2022,,,,,,,,3,14-01499,Y,1,6,7,NT,4,6,1,10,35,1,17,,0,20,,,,,,,18,F,1,1,1,2,6,7,NT,4,6,1,5,35,11,1,,20,,,,,,,65,M,1,1,1,,,,,,,,,,,,,,,,,,,2.13
1845355,20146023442,https://hsip.dot.state.oh.us/report/?docnbr=20146023442,2014,5,CFAICR00352**C,C,FAI,CR,0.36,39.737523,-82.563126,41720,1,0,0,0,0,2,0,2,19,N,Y,3,,99999,5, ,U,2,0,N,N,N,80,LANCASTER,2,718,3,6,3,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,LANCASTER,,MONMOUTH,ST,,,,,,TIKI,LA,,,,,,,1,14-01500,Y,1,3,1,RT,1,7,1,10,25,5,17,,0,20,,,,,,,55,F,1,1,1,2,1,2,NT,2,3,1,,25,11,1,,20,,,,,,,19,F,1,1,1,,,,,,,,,,,,,,,,,,,0.36
1843770,20146021853,https://hsip.dot.state.oh.us/report/?docnbr=20146021853,2014,5,CFAICR00054**C,C,FAI,CR,5.11,39.723166,-82.593261,41720,1,0,0,0,0,2,0,2,18,N,Y,3,,99999,5, ,U,2,0,N,N,N,80,LANCASTER,2,741,4,1,1,2,1,3,0,0,0,0,0,0,0,0,0,N,N,LANCASTER,E,FAIR,AV,,,,,N,MAPLE,ST,,,,,,,1,14-01306,Y,1,2,4,LT,2,2,1,7,25,6,2,,0,20,,,,,,,35,M,1,1,1,2,4,3,NT,1,6,1,25,25,1,1,,20,,,,,,,29,F,1,1,1,,,,,,,,,,,,,,,,,,,5.11
1892032,20146070296,https://hsip.dot.state.oh.us/report/?docnbr=20146070296,2014,5,CFAICR00007**C,C,FAI,CR,1.04,39.910621,-82.791618,62498,1,0,0,0,0,2,0,2,2,N,Y,3,,99999,3, ,U,2,0,N,N,N,80,PICKERINGTON,7,1516,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,PICKERINGTON,,REFUGEE,RD,,,,,,FULLER'S,WA,,,,,,,1,00000A-14-0944,Y,1,3,4,NT,4,3,1,25,40,11,9,,0,20,,,,,,,25,F,1,1,1,2,3,4,NT,4,3,1,,40,11,1,,20,,,,,,,16,M,1,1,1,,,,,,,,,,,,,,,,,,,1.04
1894568,20146072843,https://hsip.dot.state.oh.us/report/?docnbr=20146072843,2014,5,CFAICR00007**C,C,FAI,CR,1.04,39.910621,-82.791618,62498,1,0,0,0,0,2,0,2,2,N,Y,1,,99999,3, ,U,2,0,N,N,N,80,PICKERINGTON,7,1555,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,PICKERINGTON,,REFUGEE,RD,,,,,,FULLER'S,WA,,,,,,,1,00000A-14-0989,Y,1,4,3,NT,4,2,1,40,40,1,9,,0,20,,,,,,,16,F,1,1,1,2,4,3,NT,4,3,1,,40,11,1,,20,,,,,,,24,F,1,1,1,,,,,,,,,,,,,,,,,,,1.04
1892952,20146071218,https://hsip.dot.state.oh.us/report/?docnbr=20146071218,2014,5,CFAICR00033A*C,C,FAI,CR,5.36,39.727029,-82.609962,41720,1,0,0,0,0,4,0,2,2,N,N,1,,99999,3, ,U,4,3,N,N,N,80,LANCASTER,7,1336,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,LANCASTER,N,MEMORIAL,DR,,,,,,1130,,,,,,,,3,14-05329,Y,1,2,1,NT,12,3,1,25,35,1,9,,0,20,,,,,,,20,F,1,1,1,2,2,1,NT,12,3,1,5,35,11,1,,20,,,,,,,17,F,1,1,1,,,,,,,,,,,,,,,,,,,5.36
1893734,20146072003,https://hsip.dot.state.oh.us/report/?docnbr=20146072003,2014,5,CFAICR00033A*C,C,FAI,CR,6.21,39.733117,-82.622636,41720,1,0,0,0,0,2,0,2,18,N,Y,2,,99999,3, ,D,4,3,N,N,N,80,LANCASTER,7,1909,4,1,1,0,1,1,0,0,0,0,0,1,0,0,0,N,N,LANCASTER,N,MEMORIAL,DR,,,,,S,WHITTIER,DR,,,,,,,1,14-05442,Y,1,1,3,LT,4,6,1,15,50,6,10,,0,20,,,,,,,77,F,1,1,1,2,1,3,LT,4,8,1,15,50,6,1,,20,,,,,,,32,M,1,1,1,,,,,,,,,,,,,,,,,,,6.21
1892739,20146071004,https://hsip.dot.state.oh.us/report/?docnbr=20146071004,2014,5,CFAICR00054**C,C,FAI,CR,4.43,39.724042,-82.605874,41720,1,0,0,0,0,3,0,2,18,N,Y,2,,99999,4, ,U,2,0,N,N,N,80,LANCASTER,7,1301,2,1,1,0,1,1,0,0,0,0,0,1,0,0,0,N,N,LANCASTER,W,FAIR,AV,,,,,,FOREST ROSE,AV,,,,,,,1,14-05327,Y,1,1,3,LT,2,3,1,15,35,6,2,,0,20,,,,,,,26,F,1,1,1,2,3,2,LT,12,7,1,15,35,6,1,,20,,,,,,,75,M,1,1,1,,,,,,,,,,,,,,,,,,,4.43
1892523,20146070788,https://hsip.dot.state.oh.us/report/?docnbr=20146070788,2014,5,CFAICR00031**C,C,FAI,CR,3.1,39.769974,-82.646207,99045,1,0,0,0,0,2,0,2,18,N,Y,2,,99999,4, ,U,2,0,N,N,N,80,FAIRFIELD COUNTY,7,1000,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,GREENFIELD,,COONPATH RD,RD,,,,,,ELECTION HOUSE RD,RD,,,,,,,1,14CR2704,Y,1,3,2,LT,2,6,1,25,55,6,4,,0,20,,,,,,,26,F,1,1,1,2,2,1,NT,2,2,1,2,55,1,1,,20,,,,,,,49,M,1,1,1,,,,,,,,,,,,,,,,,,,3.1
1786318,20144012702,https://hsip.dot.state.oh.us/report/?docnbr=20144012702,2014,5,TFAITR00207**C,T,FAI,TR,2.56,39.855794,-82.780535,11332,1,0,0,0,0,2,0,2,2,N,N,1,,99999,3, ,U,4,0,N,N,N,80,FAIRFIELD COUNTY,3,1813,7,1,1,9,1,1,0,0,0,0,0,0,0,0,0,Y,Y,FAIRFIELD (COUNTY),,DILEY,RD,,,,,,HOWE INDUSTRIAL,PK,,,,,,,1,14CR0987,Y,1,1,2,NT,1,7,1,35,45,1,9,,0,20,,,,,,,25,M,1,7,1,2,1,2,NT,1,2,1,,45,11,1,,20,,,,,,,47,M,1,1,1,,,,,,,,,,,,,,,,,,,2.56
1853213,20146031328,https://hsip.dot.state.oh.us/report/?docnbr=20146031328,2014,5,CFAICR00037**C,C,FAI,CR,1.16,39.743071,-82.638499,41720,1,0,0,0,0,3,0,2,2,N,Y,1,,99999,5, ,U,2,0,N,N,N,80,LANCASTER,3,1647,3,1,1,0,1,2,0,0,0,0,0,0,0,0,0,Y,N,LANCASTER,N,COLUMBUS,ST,,,,,,ETY,RD,,,,,,,1,14-02140,Y,1,2,1,NT,2,3,1,15,35,1,9,,0,20,,,,,,,16,M,1,1,1,2,2,1,NT,2,3,1,2,35,11,1,,20,,,,,,,26,M,1,1,1,,,,,,,,,,,,,,,,,,,1.16
1849848,20146027949,https://hsip.dot.state.oh.us/report/?docnbr=20146027949,2014,5,CFAICR00054**C,C,FAI,CR,3.77,39.724564,-82.618278,41720,1,0,0,0,0,3,0,2,2,N,Y,2,,99999,4, ,U,2,0,N,N,N,80,LANCASTER,3,1553,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,Y,LANCASTER,W,FAIR,AV,,,,,N,PIERCE,AV,,,,,,,1,14-01856,Y,1,4,3,NT,4,2,1,5,35,1,9,,0,20,,,,,,,46,F,1,6,1,2,4,3,NT,4,2,1,,35,11,1,,20,,,,,,,49,M,1,1,1,,,,,,,,,,,,,,,,,,,3.77
1851763,20146029874,https://hsip.dot.state.oh.us/report/?docnbr=20146029874,2014,5,CFAICR00033A*C,C,FAI,CR,5.23,39.7253,-82.608954,41720,1,0,0,0,0,2,0,2,2,N,N,1,,99999,3, ,U,4,3,N,N,N,80,LANCASTER,3,1520,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,LANCASTER,N,MEMORIAL,DR,,,,,,1009,,,,,,,,3,14-01918,Y,1,1,2,NT,12,5,1,15,35,1,9,,0,20,,,,,,,61,M,1,1,1,2,1,2,NT,12,6,1,,35,11,1,,20,,,,,,,54,F,1,1,1,,,,,,,,,,,,,,,,,,,5.23
1852959,20146031072,https://hsip.dot.state.oh.us/report/?docnbr=20146031072,2014,5,CFAICR00054**C,C,FAI,CR,5.53,39.723384,-82.58547,41720,1,0,0,0,0,2,0,2,6,N,Y,2,,99999,5, ,U,2,0,N,N,N,80,LANCASTER,3,923,5,1,1,0,1,1,0,0,0,0,0,1,0,0,0,Y,N,LANCASTER,E,FAIR,AV,,,,,,ARBOR ALLEY,DR,,,,,,,1,14-01973,Y,1,3,4,NT,2,2,1,10,25,1,2,,0,20,,,,,,,67,F,1,1,1,2,4,1,LT,2,6,1,5,25,6,1,,20,,,,,,,17,F,1,1,1,,,,,,,,,,,,,,,,,,,5.53
