OBJECTID,DOCUMENT_NBR,CRASH_REPORT_LINK,CRASH_YR,DISTRICT_NBR,NLFID,NLF_JUR_CD,NLF_COUNTY_CD,NLF_ROUTE_TYPE_CD,COUNTY_LOG_NBR,ODOT_LATITUDE_NBR,ODOT_LONGITUDE_NBR,ODOT_FIPS_CD,SEVERITY_BY_TYPE_CD,ODPS_TOTAL_FATALITIES_NBR,INCAPAC_INJURIES_NBR,NON_INCAPAC_INJURIES_NBR,POSSIBLE_INJURIES_NBR,NO_INJURY_REPORTED_NBR,UNRESTRAIN_OCCUPANTS,NUMBER_OF_UNITS_NBR,CRASH_TYPE_CD,FHWA_RDWY_DEPARTURE_IND,ODOT_INTERSECTION_REL_IND,ODOT_CRASH_LOCATION_CD,FACILITY_TYPE_CD,AREA_CD,FUNCTIONAL_CLASS_CD,NHS_CD,ODOT_DIV_UNDIV_IND,ODOT_LANES_NBR,OPER_ACCESS_CONTROL_CD,FREEWAY_IND,INTERSTATE_IND,ODOT_MAINTAINED_HWY_IND,MAINTENANCE_AUTHORITY_CD,ODOT_CITY_VILLAGE_TWP_NME,MONTH_OF_CRASH,TIME_OF_CRASH,DAY_IN_WEEK_CD,WEATHER_COND_CD,ROAD_COND_PRIMARY_CD,ROAD_COND_SECONDARY_CD,LIGHT_COND_PRIMARY_CD,ROAD_CONTOUR_CD,ODPS_ALCOHOL_IND,ODPS_DRUG_IND,ODPS_SCHOOL_ZONE_IND,ODPS_MOTORCYCLE_IND,ODPS_SPEED_IND,ODPS_SENIOR_DRIVER_IND,ODPS_WORK_ZONE_IND,ODPS_LOC_IN_WORK_ZONE_CD,ODPS_TYPE_OF_WORK_ZONE_CD,ODOT_YOUNG_DRIVER_IND,DISTRACTED_DRIVER_IND,ODPS_CITY_VILLAGE_TWP_NME,ODPS_LOC_ROAD_DIR_CD,ODPS_LOC_ROAD_NME,ODPS_LOC_ROAD_SUFFIX_CD,ODPS_LOC_DIR_SUFFIX_CD,ODPS_LOC_ROUTE_PREFIX_CD,ODPS_LOC_ROUTE_ID,ODPS_LOC_ROUTE_SUFFIX_CD,ODPS_REF_DIRECTION_CD,ODPS_REF_GIVEN,ODPS_REF_SUFFIX_CD,ODPS_REF_DIR_SUFFIX_CD,ODPS_REF_ROUTE_PREFIX_CD,ODPS_REF_ROUTE_ID,ODPS_REF_ROUTE_SUFFIX_CD,ODPS_ADDRESS_REFERENCE,ODPS_MILEPOST_REFERENCE,ODPS_REF_POINT_USED_CD,LOCAL_REPORT_NUMBER_ID,U1_AT_FAULT_IND,U1_ODPS_UNIT_NBR,U1_DIRECTION_FROM_CD,U1_DIRECTION_TO_CD,U1_TURN_CD,U1_TRAFFIC_CONTROL_CD,U1_TYPE_OF_UNIT_CD,U1_SPECIAL_FUNCTION_CD,U1_UNIT_SPEED_NBR,U1_POSTED_SPEED_NBR,U1_PRECRASH_ACTION_CD,U1_CONT_CIR_PRIMARY_CD,U1_CONT_CIR_SECONDARY_CD,U1_OBJECT_STRUCK,U1_SEQ_OF_EVENTS_1_CD,U1_SEQ_OF_EVENTS_2_CD,U1_SEQ_OF_EVENTS_3_CD,U1_SEQ_OF_EVENTS_4_CD,U1_SEQ_OF_EVENTS_5_CD,U1_SEQ_OF_EVENTS_6_CD,U1_NON_MOTORIST_LOC_CD,U1_AGE_NBR,U1_GENDER_CD,U1_ALCOH_DRUG_SUSPCTD_CD,U1_DISTRACTED_BY_1_CD,U1_DISTRACTED_BY_2_CD,U2_ODPS_UNIT_NBR,U2_DIRECTION_FROM_CD,U2_DIRECTION_TO_CD,U2_TURN_CD,U2_TRAFFIC_CONTROL_CD,U2_TYPE_OF_UNIT_CD,U2_SPECIAL_FUNCTION_CD,U2_UNIT_SPEED_NBR,U2_POSTED_SPEED_NBR,U2_PRECRASH_ACTION_CD,U2_CONT_CIR_PRIMARY_CD,U2_CONT_CIR_SECONDARY_CD,U2_SEQ_OF_EVENTS_1_CD,U2_SEQ_OF_EVENTS_2_CD,U2_SEQ_OF_EVENTS_3_CD,U2_SEQ_OF_EVENTS_4_CD,U2_SEQ_OF_EVENTS_5_CD,U2_SEQ_OF_EVENTS_6_CD,U2_NON_MOTORIST_LOC_CD,U2_AGE_NBR,U2_GENDER_CD,U2_ALCOH_DRUG_SUSPCTD_CD,U2_DISTRACTED_BY_1_CD,U2_DISTRACTED_BY_2_CD,U3_ODPS_UNIT_NBR,U3_TRAFFIC_CONTROL_CD,U3_TYPE_OF_UNIT_CD,U3_SPECIAL_FUNCTION_CD,U3_PRECRASH_ACTION_CD,U3_CONT_CIR_PRIMARY_CD,U3_CONT_CIR_SECONDARY_CD,U3_SEQ_OF_EVENTS_1_CD,U3_SEQ_OF_EVENTS_2_CD,U3_SEQ_OF_EVENTS_3_CD,U3_SEQ_OF_EVENTS_4_CD,U3_SEQ_OF_EVENTS_5_CD,U3_SEQ_OF_EVENTS_6_CD,INTERSECTION_ID_CURRENT,INTERSECTION_LEG_ID,INTERCHANGE_ID,SA_RAMP_ID,SA_SEGMENT_ID,STATE_TRUE_LOG_NBR
1980362,20147007657.0,https://hsip.dot.state.oh.us/report/?docnbr=20147007657,2014,6,CUNICR00286**C,C,UNI,CR,2.600,40.451568,-83.366432,48160,1,0,0,0,0,2,0,2,6,N,Y,3,,99999,7," ",U,2,0,N,N,N,80,MARYSVILLE,1,1516,2,1,1,9,1,2,0,0,0,0,0,1,0,0,0,N,N,MARYSVILLE,,BOUNDARY,RD,,,,,,HAPPY LANE,LA,,,,,,,1,80-14-064,Y,1,2,1,NT,2,2,1,2,55,8,4,,0,20,,,,,,,82,M,1,1,1,2,4,3,NT,12,3,1,50,55,1,1,,20,,,,,,,58,M,1,1,1,,,,,,,,,,,,,,,,,,,2.600
1981404,20147008700.0,https://hsip.dot.state.oh.us/report/?docnbr=20147008700,2014,6,SUNISR00038**C,S,UNI,SR,9.750,40.235688,-83.366996,48160,1,0,0,0,0,2,0,2,3,N,N,1,,99999,5," ",U,2,3,N,N,N,80,MARYSVILLE,1,1230,6,1,2,9,1,1,0,0,0,0,0,0,0,0,0,N,N,MARYSVILLE,S,MAIN,ST,,,,,,000121,,,,,,,,3,14C00049,Y,1,1,2,NT,1,6,1,5,25,2,11,,0,20,,,,,,,36,M,1,1,1,2,2,1,NT,1,6,1,,25,11,1,,20,,,,,,,42,M,1,1,1,,,,,,,,,,,,,,,,,,,48.630
1993952,20147021254.0,https://hsip.dot.state.oh.us/report/?docnbr=20147021254,2014,6,CUNICR00102**C,C,UNI,CR,0.030,40.235980,-83.356085,48160,1,0,0,0,0,2,0,2,2,N,N,1,,99999,4," ",U,4,0,N,N,N,80,MARYSVILLE,5,1913,5,1,1,9,1,1,0,0,0,0,0,0,0,0,0,Y,N,MARYSVILLE,,DELAWARE,AV,,,,,N,CHERRY,ST,,,,,,,1,14C00160,Y,2,4,3,NT,9,3,1,15,25,1,9,,0,20,,,,,,,22,M,1,1,1,1,4,3,NT,9,3,1,,25,11,1,,20,,,,,,,42,F,1,1,1,,,,,,,,,,,,,,,,,,,0.030
2002382,20147029693.0,https://hsip.dot.state.oh.us/report/?docnbr=20147029693,2014,6,CUNICR00001**C,C,UNI,CR,12.710,40.235830,-83.356613,48160,1,0,0,0,0,2,0,2,2,N,Y,6,,99999,4," ",U,4,0,N,N,N,80,MARYSVILLE,5,0803,5,2,1,9,1,1,0,0,0,0,0,1,0,0,0,N,N,MARYSVILLE,,COLUMBUS,AV,,,,,E,FIFTH,ST,,,,,,,1,14C00186,Y,2,2,1,NT,4,3,1,15,25,1,9,,0,20,,,,,,,38,M,1,1,1,1,2,1,NT,4,3,1,,25,11,1,,20,,,,,,,68,F,1,1,1,,,,,,,,,,,,,,,,,,,12.710
1795665,20144022069.0,https://hsip.dot.state.oh.us/report/?docnbr=20144022069,2014,6,MUNI9999999**C,M,UNI,99,99.990,,,48160,1,0,0,0,0,2,0,2,18,N,Y,2,,99999,0," "," ",0,0,N,N,N,80,MARYSVILLE,5,1846,3,1,1,9,1,1,0,0,0,0,0,0,0,0,0,N,N,MARYSVILLE,,MILL,RD,,,,,,COBBLESTONE,DR,,,,,,,1,14C00183,Y,2,1,9,LT,2,7,1,10,25,6,2,,0,20,,,,,,,50,M,1,1,1,1,2,1,NT,2,3,1,5,25,1,1,,20,,,,,,,56,F,1,1,1,,,,,,,,,,,,,,,,,,,99.990
1790356,20144016744.0,https://hsip.dot.state.oh.us/report/?docnbr=20144016744,2014,6,CUNICR00501**C,C,UNI,CR,0.330,40.234787,-83.379911,48160,1,0,0,0,0,4,0,2,2,N,Y,3,,99999,7," ",U,2,0,N,N,N,80,MARYSVILLE,5,1552,4,1,1,9,1,1,0,0,0,0,0,1,0,0,0,N,N,MARYSVILLE,,GROVE,ST,,,,,,EDGEWOOD,DR,,,,,,,1,14C00165,Y,2,1,2,NT,2,3,1,15,25,1,9,,0,20,,,,,,,90,F,1,1,1,1,1,2,NT,2,6,1,,25,11,1,,20,,,,,,,33,F,1,1,1,,,,,,,,,,,,,,,,,,,0.330
1997950,20147025256.0,https://hsip.dot.state.oh.us/report/?docnbr=20147025256,2014,6,SUNISR00031**C,S,UNI,SR,0.390,40.241945,-83.366643,48160,1,0,0,0,0,4,0,2,2,N,Y,1,,99999,4," ",U,2,3,N,N,N,80,MARYSVILLE,5,1502,4,1,1,9,1,1,0,0,0,0,0,0,0,0,0,Y,N,MARYSVILLE,,ELWOOD,AV,,,,,N,MAIN,ST,,,,,,,1,14C00159,Y,2,6,7,NT,2,4,1,5,35,1,9,,0,20,,,,,,,17,M,1,1,1,1,6,7,NT,2,4,1,,35,11,1,,20,,,,,,,26,F,1,1,1,,,,,,,,,,,,,,,,,,,0.390
2001255,20147028565.0,https://hsip.dot.state.oh.us/report/?docnbr=20147028565,2014,6,CUNICR00088**C,C,UNI,CR,2.290,40.235664,-83.372473,48160,1,0,0,0,0,3,0,2,6,N,Y,2,,99999,5," ",U,2,0,N,N,N,80,MARYSVILLE,5,1002,3,1,1,9,1,1,0,0,0,0,0,0,0,0,0,Y,N,MARYSVILLE,E,6TH,ST,,,,,S,MAPLE,ST,,,,,,,1,14R00182,Y,2,3,4,NT,2,3,1,15,25,1,2,,0,20,,,,,,,17,M,1,1,1,1,1,2,NT,12,1,1,25,25,1,1,,20,,,,,,,56,M,1,1,1,,,,,,,,,,,,,,,,,,,2.290
2022320,20147049636.0,https://hsip.dot.state.oh.us/report/?docnbr=20147049636,2014,6,CUNICR00102**C,C,UNI,CR,0.290,40.237311,-83.351393,48160,1,0,0,0,0,4,0,2,2,N,Y,1,,99999,4," ",U,4,0,N,N,N,80,MARYSVILLE,8,1534,3,1,1,9,1,1,0,0,0,0,0,0,0,0,0,Y,N,MARYSVILLE,,DELAWARE,AV,,,,,,FRONTAGE,DR,,,,,,,1,14C00284,Y,1,3,4,NT,4,3,1,25,25,1,9,,0,20,,,,,,,17,M,1,1,1,2,3,4,NT,4,7,1,,25,11,1,,20,,,,,,,64,M,1,1,1,,,,,,,,,,,,,,,,,,,0.290
2019810,20147047125.0,https://hsip.dot.state.oh.us/report/?docnbr=20147047125,2014,6,SUNISR00038**C,S,UNI,SR,9.420,40.231284,-83.368850,48160,1,0,0,0,0,3,0,2,18,N,Y,4,,99999,5," ",U,2,3,N,N,N,80,MARYSVILLE,8,1434,1,1,1,9,1,1,0,0,0,0,0,0,0,0,0,N,N,MARYSVILLE,,LONDON,AV,,,,,W,NINTH,ST,,,,,,,1,14C00258,Y,2,2,4,LT,4,4,1,5,35,6,2,,0,20,,,,,,,33,F,1,1,1,1,1,2,NT,4,6,1,35,35,1,1,,20,,,,,,,45,F,1,1,1,,,,,,,,,,,,,,,,,,,48.300
2016010,20147043323.0,https://hsip.dot.state.oh.us/report/?docnbr=20147043323,2014,6,MUNI9999999**C,M,UNI,99,99.990,,,48160,1,0,0,0,0,5,0,2,3,N,N,1,,99999,0," "," ",0,0,N,N,N,80,MARYSVILLE,8,0808,4,1,1,9,1,1,0,0,0,0,0,1,0,0,0,N,N,MARYSVILLE,,KENTUCKY,CR,,,,,,000985,,,,,,,,3,14C00259,Y,2,4,3,NT,1,13,1,5,25,2,11,,0,20,,,,,,,65,M,1,1,1,1,3,4,NT,1,5,1,,25,11,1,,20,,,,,,,31,F,1,1,1,,,,,,,,,,,,,,,,,,,99.990
2016350,20147043663.0,https://hsip.dot.state.oh.us/report/?docnbr=20147043663,2014,6,CUNICR00138**C,C,UNI,CR,0.240,40.241194,-83.390562,48160,1,0,0,0,0,2,0,2,2,N,Y,2,,99999,4," ",U,2,0,N,N,N,80,MARYSVILLE,8,1620,3,1,1,9,1,1,0,0,0,0,0,1,0,0,0,N,N,MARYSVILLE,,DAMASCUS,RD,,,,,W,5TH,ST,,,,,,,1,14C00251,Y,2,2,1,NT,4,3,1,1,25,11,9,,0,20,,,,,,,67,F,1,1,1,1,2,1,NT,4,6,1,,25,11,1,,20,,,,,,,53,F,1,1,1,,,,,,,,,,,,,,,,,,,0.240
1803178,20144029597.0,https://hsip.dot.state.oh.us/report/?docnbr=20144029597,2014,6,CUNICR00102**C,C,UNI,CR,0.390,40.237723,-83.349533,48160,1,0,0,0,0,4,0,2,2,N,Y,2,,99999,4," ",D,4,0,N,N,N,80,MARYSVILLE,8,1313,1,1,1,9,1,1,0,0,0,0,0,0,0,0,0,Y,N,MARYSVILLE,,COLEMANS CROSSING,BL,,,,,,DELAWARE,AV,,,,,,,1,14C00280,Y,2,3,4,NT,4,3,1,3,35,11,9,,0,20,,,,,,,19,M,1,1,1,1,3,4,NT,4,3,1,,33,11,1,,20,,,,,,,53,M,1,1,1,,,,,,,,,,,,,,,,,,,0.390
1803240,20144029659.0,https://hsip.dot.state.oh.us/report/?docnbr=20144029659,2014,6,CUNICR00052**C,C,UNI,CR,3.540,40.234980,-83.361885,48160,1,0,0,0,0,5,0,2,2,N,Y,2,,99999,7," ",U,2,0,N,N,N,80,MARYSVILLE,8,2142,7,1,1,9,4,1,0,0,0,0,0,0,0,0,0,N,N,MARYSVILLE,,SIXTH,ST,,,,,,CHESTNUT,ST,,,,,,,1,14C00269,Y,1,1,2,NT,2,6,1,5,25,1,9,,0,20,,,,,,,26,F,1,1,1,2,3,4,NT,2,3,1,10,25,1,1,,20,,,,,,,31,M,1,1,1,,,,,,,,,,,,,,,,,,,3.540
1983493,20147010790.0,https://hsip.dot.state.oh.us/report/?docnbr=20147010790,2014,6,SUNISR00031**C,S,UNI,SR,0.150,40.238582,-83.366684,48160,1,0,0,0,0,2,0,2,2,N,N,1,,99999,4," ",U,4,3,N,N,N,80,MARYSVILLE,2,1646,5,1,1,9,1,1,0,0,0,0,0,0,0,0,0,Y,N,MARYSVILLE,N,MAIN,ST,,,,,,000236,,,,,,,,3,14C00071,Y,2,2,1,NT,9,3,1,25,25,1,9,,0,20,,,,,,,21,F,1,1,1,1,2,1,NT,12,7,1,,25,11,1,,20,,,,,,,25,M,1,1,1,,,,,,,,,,,,,,,,,,,0.150
1981399,20147008695.0,https://hsip.dot.state.oh.us/report/?docnbr=20147008695,2014,6,CUNICR00088**C,C,UNI,CR,1.870,40.229634,-83.373128,48160,1,0,0,0,0,2,0,2,6,N,Y,3,,99999,5," ",U,2,0,N,N,N,80,MARYSVILLE,2,1307,2,2,1,9,1,3,0,0,0,0,0,1,0,0,0,N,N,MARYSVILLE,S,MAPLE,ST,,,,,,STOCKSDALE,DR,,,,,,,1,14C00067,Y,2,3,4,NT,2,4,1,5,25,8,2,,0,20,,,,,,,70,M,1,1,1,1,1,9,LT,12,6,1,5,25,6,1,,20,,,,,,,69,F,1,1,1,,,,,,,,,,,,,,,,,,,1.870
