OBJECTID,DOCUMENT_NBR,CRASH_REPORT_LINK,CRASH_YR,DISTRICT_NBR,NLFID,NLF_JUR_CD,NLF_COUNTY_CD,NLF_ROUTE_TYPE_CD,COUNTY_LOG_NBR,ODOT_LATITUDE_NBR,ODOT_LONGITUDE_NBR,ODOT_FIPS_CD,SEVERITY_BY_TYPE_CD,ODPS_TOTAL_FATALITIES_NBR,INCAPAC_INJURIES_NBR,NON_INCAPAC_INJURIES_NBR,POSSIBLE_INJURIES_NBR,NO_INJURY_REPORTED_NBR,UNRESTRAIN_OCCUPANTS,NUMBER_OF_UNITS_NBR,CRASH_TYPE_CD,FHWA_RDWY_DEPARTURE_IND,ODOT_INTERSECTION_REL_IND,ODOT_CRASH_LOCATION_CD,FACILITY_TYPE_CD,AREA_CD,FUNCTIONAL_CLASS_CD,NHS_CD,ODOT_DIV_UNDIV_IND,ODOT_LANES_NBR,OPER_ACCESS_CONTROL_CD,FREEWAY_IND,INTERSTATE_IND,ODOT_MAINTAINED_HWY_IND,MAINTENANCE_AUTHORITY_CD,ODOT_CITY_VILLAGE_TWP_NME,MONTH_OF_CRASH,TIME_OF_CRASH,DAY_IN_WEEK_CD,WEATHER_COND_CD,ROAD_COND_PRIMARY_CD,ROAD_COND_SECONDARY_CD,LIGHT_COND_PRIMARY_CD,ROAD_CONTOUR_CD,ODPS_ALCOHOL_IND,ODPS_DRUG_IND,ODPS_SCHOOL_ZONE_IND,ODPS_MOTORCYCLE_IND,ODPS_SPEED_IND,ODPS_SENIOR_DRIVER_IND,ODPS_WORK_ZONE_IND,ODPS_LOC_IN_WORK_ZONE_CD,ODPS_TYPE_OF_WORK_ZONE_CD,ODOT_YOUNG_DRIVER_IND,DISTRACTED_DRIVER_IND,ODPS_CITY_VILLAGE_TWP_NME,ODPS_LOC_ROAD_DIR_CD,ODPS_LOC_ROAD_NME,ODPS_LOC_ROAD_SUFFIX_CD,ODPS_LOC_DIR_SUFFIX_CD,ODPS_LOC_ROUTE_PREFIX_CD,ODPS_LOC_ROUTE_ID,ODPS_LOC_ROUTE_SUFFIX_CD,ODPS_REF_DIRECTION_CD,ODPS_REF_GIVEN,ODPS_REF_SUFFIX_CD,ODPS_REF_DIR_SUFFIX_CD,ODPS_REF_ROUTE_PREFIX_CD,ODPS_REF_ROUTE_ID,ODPS_REF_ROUTE_SUFFIX_CD,ODPS_ADDRESS_REFERENCE,ODPS_MILEPOST_REFERENCE,ODPS_REF_POINT_USED_CD,LOCAL_REPORT_NUMBER_ID,U1_AT_FAULT_IND,U1_ODPS_UNIT_NBR,U1_DIRECTION_FROM_CD,U1_DIRECTION_TO_CD,U1_TURN_CD,U1_TRAFFIC_CONTROL_CD,U1_TYPE_OF_UNIT_CD,U1_SPECIAL_FUNCTION_CD,U1_UNIT_SPEED_NBR,U1_POSTED_SPEED_NBR,U1_PRECRASH_ACTION_CD,U1_CONT_CIR_PRIMARY_CD,U1_CONT_CIR_SECONDARY_CD,U1_OBJECT_STRUCK,U1_SEQ_OF_EVENTS_1_CD,U1_SEQ_OF_EVENTS_2_CD,U1_SEQ_OF_EVENTS_3_CD,U1_SEQ_OF_EVENTS_4_CD,U1_SEQ_OF_EVENTS_5_CD,U1_SEQ_OF_EVENTS_6_CD,U1_NON_MOTORIST_LOC_CD,U1_AGE_NBR,U1_GENDER_CD,U1_ALCOH_DRUG_SUSPCTD_CD,U1_DISTRACTED_BY_1_CD,U1_DISTRACTED_BY_2_CD,U2_ODPS_UNIT_NBR,U2_DIRECTION_FROM_CD,U2_DIRECTION_TO_CD,U2_TURN_CD,U2_TRAFFIC_CONTROL_CD,U2_TYPE_OF_UNIT_CD,U2_SPECIAL_FUNCTION_CD,U2_UNIT_SPEED_NBR,U2_POSTED_SPEED_NBR,U2_PRECRASH_ACTION_CD,U2_CONT_CIR_PRIMARY_CD,U2_CONT_CIR_SECONDARY_CD,U2_SEQ_OF_EVENTS_1_CD,U2_SEQ_OF_EVENTS_2_CD,U2_SEQ_OF_EVENTS_3_CD,U2_SEQ_OF_EVENTS_4_CD,U2_SEQ_OF_EVENTS_5_CD,U2_SEQ_OF_EVENTS_6_CD,U2_NON_MOTORIST_LOC_CD,U2_AGE_NBR,U2_GENDER_CD,U2_ALCOH_DRUG_SUSPCTD_CD,U2_DISTRACTED_BY_1_CD,U2_DISTRACTED_BY_2_CD,U3_ODPS_UNIT_NBR,U3_TRAFFIC_CONTROL_CD,U3_TYPE_OF_UNIT_CD,U3_SPECIAL_FUNCTION_CD,U3_PRECRASH_ACTION_CD,U3_CONT_CIR_PRIMARY_CD,U3_CONT_CIR_SECONDARY_CD,U3_SEQ_OF_EVENTS_1_CD,U3_SEQ_OF_EVENTS_2_CD,U3_SEQ_OF_EVENTS_3_CD,U3_SEQ_OF_EVENTS_4_CD,U3_SEQ_OF_EVENTS_5_CD,U3_SEQ_OF_EVENTS_6_CD,INTERSECTION_ID_CURRENT,INTERSECTION_LEG_ID,INTERCHANGE_ID,SA_RAMP_ID,SA_SEGMENT_ID,STATE_TRUE_LOG_NBR
1990771,20147018073,https://hsip.dot.state.oh.us/report/?docnbr=20147018073,2014,6,TPICTR00236**C,T,PIC,TR,1.32,39.603229,-82.941306,15070,1,0,0,0,0,2,0,2,18,N,Y,2,,99999,5, ,U,4,0,N,N,N,80,CIRCLEVILLE,3,700,4,1,1,9,2,1,0,0,0,0,0,0,0,0,0,Y,N,CIRCLEVILLE,N,PICKAWAY,ST,,,,,W,HIGH,ST,,,,,,,1,A14254903,Y,1,3,9,LT,4,3,1,5,25,6,2,,0,20,,,,,,,34,F,1,1,1,2,3,4,NT,4,6,1,25,25,1,1,,20,,,,,,,22,M,1,1,1,,,,,,,,,,,,,,,,,,,1.32
1992415,20147019717,https://hsip.dot.state.oh.us/report/?docnbr=20147019717,2014,6,CPICCR00016**C,C,PIC,CR,0.99,39.566177,-82.936232,62484,1,0,0,0,0,2,0,2,2,N,N,1,,99999,5, ,U,2,0,N,N,N,80,PICKAWAY TOWNSHIP,3,1542,3,1,1,9,1,2,0,0,0,0,0,1,0,0,0,N,N,PICKAWAY,,TARLTON,RD,,,,,,STONERIDGE,DR,,,,,,,1,AC03140033,Y,1,4,3,NT,12,4,1,45,45,1,9,,0,20,,,,,,,89,M,1,1,1,2,4,3,NT,12,3,1,5,45,11,1,,20,,,,,,,42,F,1,1,1,,,,,,,,,,,,,,,,,,,0.99
1794609,20144021013,https://hsip.dot.state.oh.us/report/?docnbr=20144021013,2014,6,CPICCR00512**C,C,PIC,CR,1.46,39.601737,-82.945173,15070,1,0,0,0,0,2,0,2,5,N,N,1,,99999,4, ,U,4,0,N,N,N,80,CIRCLEVILLE,5,2231,1,1,1,9,9,1,0,0,0,0,0,0,0,0,0,Y,N,CIRCLEVILLE,S,COURT,ST,,,,,,101,,,,,,,,3,A14518805,N,1,2,1,NT,1,3,1,25,25,4,10,,0,20,,,,,,,18,M,1,1,1,2,1,2,NT,1,6,1,25,25,1,1,,20,,,,,,,17,F,1,1,1,,,,,,,,,,,,,,,,,,,1.46
1792672,20144019066,https://hsip.dot.state.oh.us/report/?docnbr=20144019066,2014,6,SPICSR00188**C,S,PIC,SR,1.44,39.616069,-82.928215,15070,1,0,0,0,0,2,0,2,5,N,N,1,,99999,5, ,U,2,3,N,N,Y,80,CIRCLEVILLE,5,1036,6,2,1,9,1,1,0,0,0,0,0,1,0,0,0,N,N,CIRCLEVILLE,,EDGEWOOD,DR,,,,,,500,,,,,,,,3,A14451205,Y,1,1,2,NT,1,7,1,5,25,1,10,,0,20,,,,,,,84,M,1,1,1,2,1,2,NT,1,5,1,1,25,11,1,,20,,,,,,,75,F,1,1,1,,,,,,,,,,,,,,,,,,,1.44
1792986,20144019380,https://hsip.dot.state.oh.us/report/?docnbr=20144019380,2014,6,CPICCR00516**C,C,PIC,CR,0.48,39.607125,-82.928692,15070,1,0,0,0,0,2,0,2,2,N,N,1,,99999,4, ,U,2,0,N,N,N,80,CIRCLEVILLE,5,1455,2,1,1,9,1,1,0,0,0,0,0,0,0,0,0,Y,N,CIRCLEVILLE,,CLARK,DR,,,,,,300 BLOCK,,,,,,,,3,A14465605,Y,1,3,4,NT,12,3,1,20,25,1,9,,0,20,,,,,,,16,M,1,1,1,2,3,4,NT,12,8,1,20,25,11,1,,20,,,,,,,17,F,1,1,1,,,,,,,,,,,,,,,,,,,0.48
2010272,20147037584,https://hsip.dot.state.oh.us/report/?docnbr=20147037584,2014,6,CPICCR00145**C,C,PIC,CR,0.32,39.806689,-83.149911,70870,1,0,0,0,0,2,0,2,2,N,N,1,,99999,7, ,U,2,0,N,N,N,80,SCIOTO TOWNSHIP,5,1541,3,1,1,9,1,1,0,0,0,0,0,0,0,0,0,N,Y,SCIOTO,,STAHL,RD,,,,,,BOND,ST,,,,,,,1,AC05140033,Y,1,2,1,NT,12,3,1,15,25,1,9,,0,20,,,,,,,31,F,1,2,1,2,2,1,NT,12,4,1,15,25,1,1,,20,,,,,,,53,F,1,1,1,,,,,,,,,,,,,,,,,,,0.32
2000205,20147027514,https://hsip.dot.state.oh.us/report/?docnbr=20147027514,2014,6,SPICUS00022**C,S,PIC,US,88.88,,,15070,1,0,0,0,0,2,0,2,2,N,N,1,,99999,0, , ,0,0,N,N,N,80,CIRCLEVILLE,5,1735,6,2,1,9,1,1,0,0,0,0,0,1,0,0,0,Y,N,CIRCLEVILLE,,LANCASTER,PI,,,,,,460,,,,,,,,3,A14423505,Y,1,4,3,NT,12,7,1,0,25,1,12,,0,20,,,,,,,69,M,1,1,1,2,4,3,NT,12,3,1,,25,11,1,,20,,,,,,,21,F,1,1,1,,,,,,,,,,,,,,,,,,,88.88
2015308,20147042621,https://hsip.dot.state.oh.us/report/?docnbr=20147042621,2014,6,CPICCR00016**C,C,PIC,CR,8.31,39.558931,-82.800619,70184,3,0,0,1,0,1,0,2,2,N,N,1,,99999,6, ,U,2,0,N,N,N,80,SALTCREEK TOWNSHIP,5,1445,3,1,1,9,1,2,0,0,0,0,0,0,0,0,0,Y,N,SALT CREEK,,TARLTON,RD,,,,,,VALENTINE,RD,,,,,,,1,AC05140045,Y,1,4,3,NT,12,2,1,45,55,1,9,,0,20,,,,,,,17,F,1,1,1,2,4,3,NT,12,7,1,,55,11,1,,20,,,,,,,16,M,1,1,1,,,,,,,,,,,,,,,,,,,8.31
2048855,20147076180,https://hsip.dot.state.oh.us/report/?docnbr=20147076180,2014,6,SPICSR00316**C,S,PIC,SR,11.61,39.714533,-82.985831,73068,1,0,0,0,0,2,0,2,18,N,N,1,,99999,5, ,U,2,3,N,N,Y,80,SOUTH BLOOMFIELD,7,1536,5,1,1,9,1,1,0,0,0,0,0,0,0,0,0,N,N,SOUTH BLOOMFIELD,E,ASHVILLE,RD,,,,,,5053,,,,,,,,3,7110814,Y,1,1,7,LT,1,3,1,10,35,6,2,,0,20,,,,,,,39,M,1,1,1,2,4,3,NT,1,6,1,35,35,1,1,,20,,,,,,,58,F,1,1,1,,,,,,,,,,,,,,,,,,,11.61
2013345,20147040658,https://hsip.dot.state.oh.us/report/?docnbr=20147040658,2014,6,TPICTR00103**C,T,PIC,TR,1.88,39.562867,-83.009989,82264,3,0,0,1,0,2,0,2,18,N,Y,3,,99999,7, ,U,2,0,N,N,N,80,WAYNE TOWNSHIP,7,1514,2,1,1,9,1,1,0,0,0,0,0,1,0,0,0,Y,N,WAYNE,,SISK,RD,,,,,,25434,,,,,,,,3,AC07140029,Y,1,3,2,LT,1,2,1,10,,8,2,,0,20,,,,,,,19,F,1,1,1,2,2,1,NT,1,4,1,50,55,1,1,,20,,,,,,,74,M,1,1,1,,,,,,,,,,,,,,,,,,,1.88
1803869,20144030290,https://hsip.dot.state.oh.us/report/?docnbr=20144030290,2014,6,CPICCR00512**C,C,PIC,CR,1.16,39.597699,-82.947226,15070,1,0,0,0,0,2,0,2,2,N,Y,2,,99999,4, ,U,4,0,N,N,N,80,CIRCLEVILLE,7,2114,5,1,1,9,4,1,0,0,0,0,0,0,0,0,0,N,Y,CIRCLEVILLE,S,COURT,ST,,,,,,MILL,ST,,,,,,,1,A14751207,Y,1,1,2,NT,4,2,1,30,35,1,9,,0,20,,,,,,,27,M,1,7,1,2,1,2,NT,4,6,1,,35,11,1,,20,,,,,,,31,M,1,1,1,,,,,,,,,,,,,,,,,,,1.16
1893780,20146072049,https://hsip.dot.state.oh.us/report/?docnbr=20146072049,2014,6,SPIC9999999**C,S,PIC,99,99.99,,,70870,1,0,0,0,0,1,0,2,3,N,N,1,,99999,0, , ,0,0,N,N,N,80,SCIOTO TOWNSHIP,7,402,4,2,1,0,4,1,0,0,0,0,0,0,0,0,0,N,N,SCIOTO (TOWNSHIP OF),,11781 SR 762,RD,,,,,,PICKAWAY CORRECTIONAL INSTIT,,,,,,,,3,65-0165-65,Y,2,3,1,RT,12,4,1,10,10,2,11,,0,20,,,,,,,57,F,1,1,1,1,1,2,NT,12,4,1,,10,10,1,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.99
1800498,20144026906,https://hsip.dot.state.oh.us/report/?docnbr=20144026906,2014,6,TPICTR00020**C,T,PIC,TR,0.51,39.771267,-82.939594,33978,4,0,1,2,0,2,0,2,6,N,Y,2,,99999,7, ,U,2,0,N,N,N,80,HARRISON TOWNSHIP,7,1951,6,1,1,9,1,1,0,0,0,0,0,0,0,0,0,Y,N,HARRISON (TOWNSHIP OF),,DUVALL,RD,,,,,,LOCKBOURNE EASTERN,RD,,,,,,,1,AC07140004,Y,1,1,2,NT,2,2,1,5,45,1,2,,0,20,,,,,,,25,M,1,1,1,2,3,4,NT,12,2,1,45,45,1,1,,20,,,,,,,30,M,1,1,1,,,,,,,,,,,,,,,,,,,0.51
1802172,20144028585,https://hsip.dot.state.oh.us/report/?docnbr=20144028585,2014,6,CPICCR00040**C,C,PIC,CR,3.77,39.606298,-82.857924,81550,2,0,0,0,1,1,0,2,1,N,Y,3,,99999,6, ,U,2,0,N,N,N,80,WASHINGTON TOWNSHIP,7,950,5,1,1,9,1,1,0,0,0,0,0,0,0,0,0,N,N,WASHINGTON (TOWNSHIP OF),,STOUTSVILLE,PK,,,,,,MORRIS LEIST,RD,,,,,,,1,AC07140062,Y,1,3,9,LT,12,2,1,0,55,6,7,,0,20,,,,,,,31,F,1,1,1,2,4,3,NT,12,7,1,,55,1,1,,20,,,,,,,60,M,1,1,1,,,,,,,,,,,,,,,,,,,3.77
2048846,20147076171,https://hsip.dot.state.oh.us/report/?docnbr=20147076171,2014,6,SPICSR00316**C,S,PIC,SR,12.2,39.714007,-82.974752,73068,1,0,0,0,0,2,0,2,2,N,Y,3,,99999,5, ,U,2,3,N,N,Y,80,SOUTH BLOOMFIELD,8,1700,1,1,1,9,1,1,0,0,0,0,0,0,0,0,0,Y,N,SOUTH BLOOMFIELD,E,PICKAWAY,ST,,,,,,CANAL,ST,,,,,,,1,8118314,Y,1,4,3,NT,1,3,1,40,55,1,9,,0,20,,,,,,,20,F,1,1,1,2,4,3,NT,1,4,1,5,55,11,1,,20,,,,,,,63,M,1,1,1,,,,,,,,,,,,,,,,,,,12.2
2027507,20147054824,https://hsip.dot.state.oh.us/report/?docnbr=20147054824,2014,6,SPICUS00022**C,S,PIC,US,17.42,39.602876,-82.948289,15070,1,0,0,0,0,2,0,2,6,N,Y,2,,99999,4,N,U,4,3,N,N,N,80,CIRCLEVILLE,8,1644,7,1,1,9,1,1,0,0,0,0,0,1,0,0,0,N,N,CIRCLEVILLE,W,MAIN,ST,,,,,S,WESTERN,AV,,,,,,,1,A14907708,Y,1,2,1,NT,2,6,1,15,25,1,2,,0,20,,,,,,,69,F,1,1,1,2,4,3,NT,12,3,1,20,25,1,1,,20,,,,,,,75,F,1,1,1,,,,,,,,,,,,,,,,,,,97
