OBJECTID,DOCUMENT_NBR,CRASH_REPORT_LINK,CRASH_YR,DISTRICT_NBR,NLFID,NLF_JUR_CD,NLF_COUNTY_CD,NLF_ROUTE_TYPE_CD,COUNTY_LOG_NBR,ODOT_LATITUDE_NBR,ODOT_LONGITUDE_NBR,ODOT_FIPS_CD,SEVERITY_BY_TYPE_CD,ODPS_TOTAL_FATALITIES_NBR,INCAPAC_INJURIES_NBR,NON_INCAPAC_INJURIES_NBR,POSSIBLE_INJURIES_NBR,NO_INJURY_REPORTED_NBR,UNRESTRAIN_OCCUPANTS,NUMBER_OF_UNITS_NBR,CRASH_TYPE_CD,FHWA_RDWY_DEPARTURE_IND,ODOT_INTERSECTION_REL_IND,ODOT_CRASH_LOCATION_CD,FACILITY_TYPE_CD,AREA_CD,FUNCTIONAL_CLASS_CD,NHS_CD,ODOT_DIV_UNDIV_IND,ODOT_LANES_NBR,OPER_ACCESS_CONTROL_CD,FREEWAY_IND,INTERSTATE_IND,ODOT_MAINTAINED_HWY_IND,MAINTENANCE_AUTHORITY_CD,ODOT_CITY_VILLAGE_TWP_NME,MONTH_OF_CRASH,TIME_OF_CRASH,DAY_IN_WEEK_CD,WEATHER_COND_CD,ROAD_COND_PRIMARY_CD,ROAD_COND_SECONDARY_CD,LIGHT_COND_PRIMARY_CD,ROAD_CONTOUR_CD,ODPS_ALCOHOL_IND,ODPS_DRUG_IND,ODPS_SCHOOL_ZONE_IND,ODPS_MOTORCYCLE_IND,ODPS_SPEED_IND,ODPS_SENIOR_DRIVER_IND,ODPS_WORK_ZONE_IND,ODPS_LOC_IN_WORK_ZONE_CD,ODPS_TYPE_OF_WORK_ZONE_CD,ODOT_YOUNG_DRIVER_IND,DISTRACTED_DRIVER_IND,ODPS_CITY_VILLAGE_TWP_NME,ODPS_LOC_ROAD_DIR_CD,ODPS_LOC_ROAD_NME,ODPS_LOC_ROAD_SUFFIX_CD,ODPS_LOC_DIR_SUFFIX_CD,ODPS_LOC_ROUTE_PREFIX_CD,ODPS_LOC_ROUTE_ID,ODPS_LOC_ROUTE_SUFFIX_CD,ODPS_REF_DIRECTION_CD,ODPS_REF_GIVEN,ODPS_REF_SUFFIX_CD,ODPS_REF_DIR_SUFFIX_CD,ODPS_REF_ROUTE_PREFIX_CD,ODPS_REF_ROUTE_ID,ODPS_REF_ROUTE_SUFFIX_CD,ODPS_ADDRESS_REFERENCE,ODPS_MILEPOST_REFERENCE,ODPS_REF_POINT_USED_CD,LOCAL_REPORT_NUMBER_ID,U1_AT_FAULT_IND,U1_ODPS_UNIT_NBR,U1_DIRECTION_FROM_CD,U1_DIRECTION_TO_CD,U1_TURN_CD,U1_TRAFFIC_CONTROL_CD,U1_TYPE_OF_UNIT_CD,U1_SPECIAL_FUNCTION_CD,U1_UNIT_SPEED_NBR,U1_POSTED_SPEED_NBR,U1_PRECRASH_ACTION_CD,U1_CONT_CIR_PRIMARY_CD,U1_CONT_CIR_SECONDARY_CD,U1_OBJECT_STRUCK,U1_SEQ_OF_EVENTS_1_CD,U1_SEQ_OF_EVENTS_2_CD,U1_SEQ_OF_EVENTS_3_CD,U1_SEQ_OF_EVENTS_4_CD,U1_SEQ_OF_EVENTS_5_CD,U1_SEQ_OF_EVENTS_6_CD,U1_NON_MOTORIST_LOC_CD,U1_AGE_NBR,U1_GENDER_CD,U1_ALCOH_DRUG_SUSPCTD_CD,U1_DISTRACTED_BY_1_CD,U1_DISTRACTED_BY_2_CD,U2_ODPS_UNIT_NBR,U2_DIRECTION_FROM_CD,U2_DIRECTION_TO_CD,U2_TURN_CD,U2_TRAFFIC_CONTROL_CD,U2_TYPE_OF_UNIT_CD,U2_SPECIAL_FUNCTION_CD,U2_UNIT_SPEED_NBR,U2_POSTED_SPEED_NBR,U2_PRECRASH_ACTION_CD,U2_CONT_CIR_PRIMARY_CD,U2_CONT_CIR_SECONDARY_CD,U2_SEQ_OF_EVENTS_1_CD,U2_SEQ_OF_EVENTS_2_CD,U2_SEQ_OF_EVENTS_3_CD,U2_SEQ_OF_EVENTS_4_CD,U2_SEQ_OF_EVENTS_5_CD,U2_SEQ_OF_EVENTS_6_CD,U2_NON_MOTORIST_LOC_CD,U2_AGE_NBR,U2_GENDER_CD,U2_ALCOH_DRUG_SUSPCTD_CD,U2_DISTRACTED_BY_1_CD,U2_DISTRACTED_BY_2_CD,U3_ODPS_UNIT_NBR,U3_TRAFFIC_CONTROL_CD,U3_TYPE_OF_UNIT_CD,U3_SPECIAL_FUNCTION_CD,U3_PRECRASH_ACTION_CD,U3_CONT_CIR_PRIMARY_CD,U3_CONT_CIR_SECONDARY_CD,U3_SEQ_OF_EVENTS_1_CD,U3_SEQ_OF_EVENTS_2_CD,U3_SEQ_OF_EVENTS_3_CD,U3_SEQ_OF_EVENTS_4_CD,U3_SEQ_OF_EVENTS_5_CD,U3_SEQ_OF_EVENTS_6_CD,INTERSECTION_ID_CURRENT,INTERSECTION_LEG_ID,INTERCHANGE_ID,SA_RAMP_ID,SA_SEGMENT_ID,STATE_TRUE_LOG_NBR
1795745,20144022149.0,https://hsip.dot.state.oh.us/report/?docnbr=20144022149,2014,6,MMAD9999999**C,M,MAD,99,99.990,,,63030,1,0,0,0,0,2,0,2,3,N,N,1,,99999,0," "," ",0,0,N,N,N,80,PLAIN CITY,6,1436,3,1,1,9,1,1,0,0,0,0,0,1,0,0,0,N,N,PLAIN CITY,,MAPLE,ST,,,,,,000219,,,,,,,,3,14-116-2A,Y,1,2,4,LT,1,3,1,0,25,2,11,1,0,20,,,,,,,82,M,1,1,1,2,3,4,NT,1,13,1,,25,11,1,,20,,,,,,,38,M,1,1,1,,,,,,,,,,,,,,,,,,,99.990
1795746,20144022150.0,https://hsip.dot.state.oh.us/report/?docnbr=20144022150,2014,6,SMADSR00161**C,S,MAD,SR,0.400,40.107778,-83.264996,63030,1,0,0,0,0,2,0,2,2,N,Y,3,,99999,3," ",U,4,3,N,N,Y,80,PLAIN CITY,6,2026,3,1,1,9,1,1,0,0,0,0,0,1,0,0,0,N,N,PLAIN CITY,E,MAIN,ST,,,,,,NORTH,AV,,,,,,,1,14-118-2,Y,1,4,3,NT,1,4,1,20,25,1,9,1,0,20,,,,,,,53,F,1,1,1,2,4,3,NT,1,3,1,,25,11,1,,20,,,,,,,80,F,1,1,1,,,,,,,,,,,,,,,,,,,21.160
1835923,20146013977.0,https://hsip.dot.state.oh.us/report/?docnbr=20146013977,2014,6,MMAD9999999**C,M,MAD,99,99.990,,,83580,1,0,0,0,0,2,0,2,3,N,N,1,,99999,0," "," ",0,0,N,N,N,80,WEST JEFFERSON,1,1800,6,9,99,0,9,1,0,0,0,0,0,0,0,0,0,Y,N,WEST JEFFERSON (CORPORATE NAME,,PARKDALE,DR,,,,,,185,,,,,,,,3,0200314,Y,1,4,3,NT,1,2,1,5,25,2,11,,0,20,,,,,,,16,F,1,1,1,2,3,4,NT,1,3,1,25,25,1,1,,20,,,,,,,19,M,1,1,1,,,,,,,,,,,,,,,,,,,99.990
1974656,20147001946.0,https://hsip.dot.state.oh.us/report/?docnbr=20147001946,2014,6,CMADCR00043**C,C,MAD,CR,1.530,39.910817,-83.324589,38696,1,0,0,0,0,2,0,2,2,N,N,1,,99999,7," ",U,2,0,N,N,N,80,JEFFERSON TOWNSHIP,1,1524,4,1,1,9,1,3,0,0,0,0,1,0,0,0,0,Y,N,JEFFERSON,,GREGG,RD,,,,,,006660,,,,,,,,3,14-0078-01,Y,2,4,3,NT,1,2,1,80,55,1,9,,0,20,,,,,,,19,M,1,1,1,1,4,3,NT,1,7,1,,55,11,1,,20,,,,,,,16,M,1,1,1,,,,,,,,,,,,,,,,,,,1.530
1823411,20146001431.0,https://hsip.dot.state.oh.us/report/?docnbr=20146001431,2014,6,MMAD9999999**C,M,MAD,99,99.990,,,83580,1,0,0,0,0,1,0,2,3,N,N,1,,99999,0," "," ",0,0,N,N,N,80,WEST JEFFERSON,1,2235,5,1,3,0,6,1,0,0,0,0,0,0,0,0,0,N,N,WEST JEFFERSON (CORP NAME JEFF,N,HAMPTON,ST,,,,,N,HAMPTON,,,,,,,,3,0100114,Y,1,1,2,NT,1,3,1,10,25,2,11,,0,20,,,,,,,35,M,1,1,1,2,1,2,NT,1,6,1,,25,10,1,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.990
1775087,20144001459.0,https://hsip.dot.state.oh.us/report/?docnbr=20144001459,2014,6,MMADMR00106**C,M,MAD,MR,0.150,39.881206,-83.439894,44674,1,0,0,0,0,1,0,2,3,N,N,10,,99999,0," "," ",0,0,N,N,N,80,LONDON,1,1610,7,2,2,9,1,1,0,0,0,0,0,0,0,0,0,Y,N,LONDON,S,UNION,ST,,,,,E,LINCOLN,AV,,,,,,,1,01-0086-14,Y,1,5,8,NT,1,4,1,5,25,2,11,,0,20,,,,,,10,16,F,1,1,1,2,9,9,NT,1,6,1,,25,10,1,,20,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,999.990
1775137,20144001509.0,https://hsip.dot.state.oh.us/report/?docnbr=20144001509,2014,6,CMADCR00136**C,C,MAD,CR,0.290,39.897635,-83.454872,44674,1,0,0,0,0,0,0,2,5,N,N,1,,99999,5," ",U,2,0,N,N,N,80,LONDON,1,1250,4,1,1,9,1,1,0,0,0,0,0,0,0,0,0,N,N,LONDON,,JACOB,LA,,,,,,000306,,,,,,,,3,01014814,Y,1,2,1,NT,1,99,1,0,25,99,99,,0,21,,,,,,,,U,0,0,0,2,2,1,NT,1,5,1,,25,10,1,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.290
1987172,20147014471.0,https://hsip.dot.state.oh.us/report/?docnbr=20147014471,2014,6,MMADMR00146**C,M,MAD,MR,0.020,39.721370,-83.267071,53046,1,0,0,0,0,0,0,2,5,N,N,1,,99999,0," "," ",0,0,N,N,N,80,MOUNT STERLING,1,0100,2,6,3,9,6,1,0,0,0,0,0,0,0,0,0,N,N,MOUNT STERLING,,HOUSTON,ST,,,,,,000025,,,,,,,,3,14-0134-01,Y,2,4,3,NT,1,99,1,0,,99,99,,0,21,,,,,,,,U,0,0,0,1,4,3,NT,1,2,1,,15,10,1,,20,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,999.990
2018158,20147045472.0,https://hsip.dot.state.oh.us/report/?docnbr=20147045472,2014,6,SMADSR00142**C,S,MAD,SR,1.390,39.894683,-83.424996,44674,1,0,0,0,0,2,0,2,3,N,N,1,,99999,4," ",U,2,3,N,N,N,80,LONDON,8,1530,7,1,1,9,1,1,0,0,0,0,0,0,0,0,0,Y,N,LONDON,E,ANDREW,CT,,,,,,000101,,,,,,,,3,08-4849-14,Y,1,4,3,NT,1,3,1,5,25,2,2,,0,20,,,,,,,52,F,1,1,1,2,8,9,NT,1,3,1,15,25,1,1,,20,,,,,,,16,F,1,1,1,,,,,,,,,,,,,,,,,,,1.390
1906118,20146084437.0,https://hsip.dot.state.oh.us/report/?docnbr=20146084437,2014,6,MMAD9999999**C,M,MAD,99,99.990,,,83580,1,0,0,0,0,2,0,2,3,N,N,10,,99999,0," "," ",0,0,N,N,N,80,WEST JEFFERSON,8,1301,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,N,WEST JEFFERSON (CORP NAME JEFF,,CELINE,CT,,,,,,770 CELINE,CT,,,,,,,1,0803914,Y,1,3,4,NT,1,4,1,5,25,2,11,,0,20,,,,,,,28,M,1,1,1,2,2,1,NT,1,8,1,,25,1,1,,20,,,,,,,52,M,1,1,1,,,,,,,,,,,,,,,,,,,99.990
1804898,20144031320.0,https://hsip.dot.state.oh.us/report/?docnbr=20144031320,2014,6,SMADSR00161**C,S,MAD,SR,0.430,40.107735,-83.264429,63030,1,0,0,0,0,3,0,2,3,N,N,1,,99999,3," ",U,4,3,N,N,Y,80,PLAIN CITY,8,1025,7,1,1,9,1,1,0,0,0,0,0,1,0,0,0,N,N,PLAIN CITY,E,MAIN,ST,,,,,,CHURCH,ST,,,,,,,1,14-129-2,Y,1,4,3,NT,1,13,1,6,35,2,11,,0,20,,,,,,,61,M,1,1,1,2,3,4,NT,1,3,1,,35,11,1,,20,,,,,,,75,F,1,1,1,,,,,,,,,,,,,,,,,,,21.190
1802592,20144029005.0,https://hsip.dot.state.oh.us/report/?docnbr=20144029005,2014,6,CMADCR00036**C,C,MAD,CR,4.340,40.075199,-83.212280,11234,1,0,0,0,0,3,0,2,18,N,Y,3,,99999,6," ",U,2,0,N,N,N,80,CANAAN TOWNSHIP,8,1528,3,1,1,9,1,1,0,0,0,0,0,0,0,0,0,Y,N,CANAAN (TOWNSHIP OF),,AMITY,PI,,,,,,IAMS,RD,,,,,,,1,14-1208-08,Y,2,2,9,LT,2,3,1,5,55,6,2,,0,20,,,,,,,23,F,1,1,1,1,3,4,NT,12,7,1,50,55,1,1,,20,,,,,,,33,M,1,1,1,,,,,,,,,,,,,,,,,,,4.340
1910446,20146088780.0,https://hsip.dot.state.oh.us/report/?docnbr=20146088780,2014,6,SMADUS00040**C,S,MAD,US,14.680,39.945121,-83.262954,83580,3,0,0,1,3,2,1,2,2,N,Y,3,,99999,5," ",U,2,3,N,N,Y,80,WEST JEFFERSON,8,1248,5,4,2,0,1,1,0,0,0,0,0,0,0,0,0,Y,N,WEST JEFFERSON (CORPORATE NAME,W,MAIN,ST,,,,,,CHESTNUT,ST,,,,,,,1,0804214,Y,1,3,4,NT,1,7,1,30,35,1,9,,0,20,,,,,,,19,M,1,1,1,2,3,4,NT,1,6,1,,35,11,1,,20,,,,,,,61,F,1,1,1,,,,,,,,,,,,,,,,,,,86.410
1902762,20146081073.0,https://hsip.dot.state.oh.us/report/?docnbr=20146081073,2014,6,SMADUS00040**C,S,MAD,US,14.370,39.944813,-83.268869,83580,1,0,0,0,0,2,0,2,2,N,Y,2,,99999,5," ",U,2,3,N,N,Y,80,WEST JEFFERSON,8,1515,6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,N,Y,WEST JEFFERSON (CORP NAME JEFF,W,MAIN,ST,,,,,,WALNUT,ST,,,,,,,1,0803814,Y,1,4,3,NT,4,3,1,15,25,1,9,1,0,20,,,,,,,36,M,1,7,1,2,4,3,NT,4,17,1,15,25,11,1,,20,,,,,,,61,M,1,1,1,,,,,,,,,,,,,,,,,,,86.100
2006555,20147033866.0,https://hsip.dot.state.oh.us/report/?docnbr=20147033866,2014,6,CMADCR00508**C,C,MAD,CR,0.350,39.888986,-83.439968,44674,1,0,0,0,0,3,0,2,6,N,Y,2,,99999,5," ",U,4,0,N,N,N,80,LONDON,3,1209,4,2,1,9,1,1,0,0,0,0,0,1,0,0,0,N,N,LONDON,,MAPLE,ST,,,,,,WASHINGTON,AV,,,,,,,1,03-1563-14,Y,1,3,4,NT,2,4,1,10,25,1,2,,0,20,,,,,,,59,M,1,1,1,2,1,2,NT,1,4,1,20,25,1,1,,20,,,,,,,80,F,1,1,1,,,,,,,,,,,,,,,,,,,0.350
1991090,20147018392.0,https://hsip.dot.state.oh.us/report/?docnbr=20147018392,2014,6,CMADCR00510**C,C,MAD,CR,0.220,39.892386,-83.443084,44674,1,0,0,0,0,1,0,2,3,N,N,10,,99999,5," ",U,4,0,N,N,N,80,LONDON,3,1510,2,1,1,9,1,1,0,0,0,0,0,0,0,0,0,Y,N,LONDON,,RICHMOND,AV,,,,,,000030,,,,,,,,3,03-1532-14,Y,1,5,8,NT,1,4,1,10,25,2,11,,0,20,,,,,,,16,F,1,1,1,2,9,9,NT,1,3,1,,25,10,1,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.220
